,time,VAV: Core Zone Discharge Air Temperature,AHU: Outdoor Air Damper Position,VAV Core Zone Cooling SP,Diffuse Horizontal Solar Irradiation,VAV: North zone Q,VAV North Zone Heating SP,VAV: North Zone Reheat Control Signal,VAV: South Zone Room Air Temperature,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,VAV North Zone Cooling SP,VAV: North Zone Airflow Rate,VAV: Core Zone Reheat Control Signal,AHU: Supply Air Temperature,Direct Normal Solar Irradiation,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV: North Zone Damper Control Signal,VAV: Core zone Q,AHU: Supply Fan Power,AHU: RAT,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: South Zone Airflow Rate,VAV: North Zone Room Air Temperature,AHU: Return Air Damper Position,VAV South Zone Heating SP,VAV Core Zone Heating SP,VAV: South zone Q,VAV: Core Zone Room Air Temperature,AHU: Supply Fan Airflow Rate,VAV: Core Zone Damper Control Signal,AHU: MAT,VAV South Zone Cooling SP,VAV: North Zone Discharge Air Temperature,Global Horizontal Solar Irradiation,Outdoor Air Temperature
4808,19417800.0,55.040085,0.3235269,73.94003,126.91134,57.306427,69.98001,0.0,72.51247,0.0,0.2625,73.94003,69.50511,0.0,52.45286,35.91528,1759.9528,1759.9528,0.3,57.306427,35.835793,71.9765,55.040085,69.50511,108.99747,71.64081,0.7,69.98001,69.98001,89.867325,71.27178,364.58176,0.3,71.14055,73.94003,55.040085,156.19197,67.84465
4811,19417920.0,55.040085,0.32385573,73.94003,124.49269,57.250042,69.98001,0.0,72.50802,0.0,0.2625,73.94003,69.505104,0.0,52.455334,32.424152,1756.8865,1756.8865,0.3,57.250042,35.835716,71.97134,55.040085,69.505104,108.99746,71.63653,0.7,69.98001,69.98001,89.778885,71.26997,364.5817,0.3,71.11984,73.94003,55.040085,150.9029,67.76857
4812,19418040.0,55.040085,0.32418454,73.94003,122.07035,57.22105,69.98001,0.0,72.43594,0.0,0.2625,73.94003,69.505135,0.0,52.456707,29.132309,1752.2832,1752.2832,0.3,57.22105,35.835663,71.92492,55.04003,69.505135,108.997505,71.610985,0.7,69.98001,69.98001,89.73347,71.24574,364.58185,0.3,71.065735,73.94003,55.040085,145.79219,67.69205
4814,19418100.0,55.040085,0.32434896,73.94003,120.8585,57.202152,69.98001,0.0,72.43386,0.0,0.2625,73.94003,69.50513,0.0,52.457474,27.560392,1750.7202,1750.7202,0.3,57.202152,35.835625,71.92217,55.04003,69.50513,108.9975,71.60956,0.7,69.98001,69.98001,89.703835,71.24629,364.58182,0.3,71.05524,73.94003,55.040085,143.30316,67.653656
4816,19418160.0,55.040085,0.32450938,73.94003,119.64656,57.16645,69.98001,0.0,72.43051,0.0,0.2625,73.94003,69.50512,0.0,52.45907,26.037422,1749.442,1749.442,0.3,57.16645,35.835583,71.919426,55.040085,69.50512,108.99749,71.60719,0.7,69.98001,69.98001,89.64782,71.244316,364.5818,0.3,71.044525,73.94003,55.040085,140.85805,67.61514
4818,19418280.0,55.04003,0.3248302,73.94003,117.22358,57.139362,69.98001,0.0,72.35794,0.0,0.2625,73.94003,69.50515,0.0,52.46039,23.13716,1744.976,1744.976,0.3,57.139362,35.835526,71.872955,55.04003,69.50515,108.997536,71.582146,0.7,69.98001,69.98001,89.605385,71.22058,364.58194,0.3,70.99026,73.94003,55.04003,136.09859,67.5378
4820,19418400.0,55.040085,0.32515103,73.94003,114.80365,57.090195,69.98001,0.0,72.35152,0.0,0.2625,73.94003,69.505135,0.0,52.462532,20.429192,1742.188,1742.188,0.3,57.090195,35.835445,71.86724,55.04003,69.505135,108.99751,71.578735,0.7,69.98001,69.98001,89.52826,71.21954,364.58185,0.3,70.96861,73.94003,55.040085,131.51198,67.46002
4822,19418520.0,55.039978,0.3254633,73.94003,112.38902,57.223938,69.98001,0.0,72.245224,0.0,0.2625,73.94003,69.50516,0.0,52.456764,17.911184,1734.9066,1734.9066,0.3,57.223938,35.835384,71.78853,55.039978,69.50516,108.99755,71.52078,0.7,69.98001,69.98001,89.73831,71.16318,364.58197,0.3,70.88847,73.94003,55.039978,127.096375,67.38202
4824,19418640.0,55.039925,0.32577556,73.94003,109.98194,57.361546,69.98001,0.0,72.20837,0.0,0.2625,73.94003,69.50514,0.0,52.450333,15.58081,1728.8905,1728.8905,0.3,57.361546,35.835304,71.75408,55.039978,69.50514,108.99752,71.49046,0.7,69.98001,69.98001,89.95429,71.135666,364.5819,0.3,70.84398,73.94003,55.039925,122.84993,67.304016
4827,19418700.0,55.039925,0.3259317,73.94003,108.78194,57.42231,69.98001,0.0,72.156845,0.0,0.2625,73.94003,69.50515,0.0,52.447643,14.485256,1725.2163,1725.2163,0.3,57.42231,35.835274,71.715904,55.039925,69.50515,108.997536,71.46217,0.7,69.98001,69.98001,90.04965,71.10754,364.58194,0.3,70.80481,73.94003,55.039925,120.789566,67.265015
4828,19418760.0,55.039925,0.3260834,73.94003,107.58466,57.494553,69.98001,0.0,72.10652,0.0,0.2625,73.94003,69.50516,0.0,52.444347,13.435737,1721.2795,1721.2795,0.3,57.494553,35.835243,71.67784,55.039925,69.50516,108.99755,71.43504,0.7,69.98001,69.98001,90.16301,71.08211,364.58197,0.3,70.76586,73.94003,55.039925,118.7708,67.22601
4830,19418880.0,55.039925,0.32638678,73.94003,105.199425,57.578197,69.98001,0.0,72.06862,0.0,0.2625,73.94003,69.50514,0.0,52.440445,11.473635,1715.4058,1715.4058,0.3,57.578197,35.83516,71.64317,55.039925,69.50514,108.99752,71.40499,0.7,69.98001,69.98001,90.294174,71.05508,364.5819,0.3,70.72121,73.94003,55.039925,114.85714,67.14801
4832,19419000.0,55.039925,0.32669017,73.94003,102.82848,57.663742,69.98001,0.0,71.968094,0.0,0.2625,73.94003,69.50516,0.0,52.436657,9.692172,1708.0044,1708.0044,0.3,57.663742,35.835094,71.56836,55.039925,69.50516,108.99755,71.35104,0.7,69.98001,69.98001,90.42834,71.00328,364.58197,0.3,70.64419,73.94003,55.039925,111.10709,67.07001
4834,19419120.0,55.039925,0.32698587,73.94003,100.47409,57.70543,69.98001,0.0,71.93019,0.0,0.2625,73.94003,69.505135,0.0,52.434677,8.08902,1702.3259,1702.3259,0.3,57.70543,35.83501,71.5343,55.039925,69.505135,108.99751,71.32199,0.7,69.98001,69.98001,90.49364,70.97735,364.58185,0.3,70.60002,73.94003,55.039925,107.51884,66.992004
4836,19419240.0,55.039925,0.3272816,73.94003,98.13848,57.7541,69.98001,0.0,71.83044,0.0,0.2625,73.94003,69.50515,0.0,52.432537,6.661845,1695.1523,1695.1523,0.3,57.7541,35.834946,71.46059,55.039925,69.50515,108.997536,71.269424,0.7,69.98001,69.98001,90.56993,70.927086,364.58194,0.3,70.52389,73.94003,55.039925,104.09051,66.914
4838,19419300.0,55.039925,0.32742944,73.94003,96.97843,57.769188,69.98001,0.0,71.812195,0.0,0.2625,73.94003,69.505135,0.0,52.43177,6.0135217,1692.2769,1692.2769,0.3,57.769188,35.834904,71.44388,55.039978,69.505135,108.99751,71.25585,0.7,69.98001,69.98001,90.59356,70.915985,364.58185,0.3,70.50214,73.94003,55.039925,102.435745,66.875
4840,19419360.0,55.039978,0.3275741,73.94003,95.82392,57.763615,69.98001,0.0,71.79286,0.0,0.2625,73.94003,69.50513,0.0,52.432045,5.4083185,1689.694,1689.694,0.3,57.763615,35.83486,71.42724,55.039978,69.50513,108.9975,71.24141,0.7,69.98001,69.98001,90.58476,70.90237,364.58182,0.3,70.48027,73.94003,55.039978,100.82027,66.836
4843,19419480.0,55.039978,0.3278634,73.94003,93.532646,57.78439,69.98001,0.0,71.69371,0.0,0.2625,73.94003,69.505135,0.0,52.431164,4.32611,1682.76,1682.76,0.3,57.78439,35.834797,71.354454,55.039978,69.505135,108.99752,71.19005,0.7,69.98001,69.98001,90.6173,70.85359,364.5819,0.3,70.40496,73.94003,55.039978,97.70627,66.757996
4844,19419600.0,55.039978,0.32815272,73.94003,91.266914,57.770008,69.98001,0.0,71.65646,0.0,0.2625,73.94003,69.50511,0.0,52.431713,3.412887,1677.5306,1677.5306,0.3,57.770008,35.83471,71.321884,55.039978,69.50511,108.997475,71.16313,0.7,69.98001,69.98001,90.59466,70.83002,364.58176,0.3,70.36189,73.94003,55.039978,94.746666,66.67999
4846,19419720.0,55.039978,0.3284345,73.94003,89.02896,57.77035,69.98001,0.0,71.55792,0.0,0.2625,73.94003,69.50513,0.0,52.43177,2.6663206,1670.8391,1670.8391,0.3,57.77035,35.834644,71.250084,55.039978,69.50513,108.9975,71.112976,0.7,69.98001,69.98001,90.59517,70.78256,364.58182,0.3,70.28741,73.94003,55.039978,91.93961,66.60199
4848,19419840.0,55.04003,0.32871628,73.94003,86.821045,57.738968,69.98001,0.0,71.52095,0.0,0.2625,73.94003,69.5051,0.0,52.433144,2.0840793,1665.8375,1665.8375,0.3,57.738968,35.834557,71.21822,55.04003,69.5051,108.99744,71.08705,0.7,69.98001,69.98001,90.54587,70.76015,364.58167,0.3,70.24489,73.94003,55.04003,89.283264,66.52399
4851,19419900.0,55.04003,0.32885715,73.94003,85.72906,57.72418,69.98001,0.0,71.471344,0.0,0.2625,73.94003,69.505104,0.0,52.433853,1.8538523,1662.7253,1662.7253,0.3,57.72418,35.834526,71.18268,55.04003,69.505104,108.99746,71.06206,0.7,69.98001,69.98001,90.52265,70.73576,364.5817,0.3,70.20787,73.94003,55.04003,88.011024,66.484985
4852,19419960.0,55.04003,0.32899395,73.94003,84.64542,57.725033,69.98001,0.0,71.423004,0.0,0.2625,73.94003,69.50511,0.0,52.433853,1.6638325,1659.3821,1659.3821,0.3,57.725033,35.83449,71.14736,55.04003,69.50511,108.99747,71.0381,0.7,69.98001,69.98001,90.524,70.714066,364.58176,0.3,70.17111,73.94003,55.04003,86.77577,66.445984
4854,19420080.0,55.04003,0.32926753,73.94003,82.50432,57.682293,69.98001,0.0,71.386314,0.0,0.2625,73.94003,69.50508,0.0,52.435722,1.4032497,1654.5988,1654.5988,0.3,57.682293,35.834408,71.116165,55.04003,69.50508,108.99741,71.01317,0.7,69.98001,69.98001,90.45691,70.69275,364.5816,0.3,70.1292,73.94003,55.04003,84.415306,66.368034
4856,19420200.0,55.04003,0.32954112,73.94003,80.4,57.659237,69.98001,0.0,71.288925,0.0,0.2625,73.94003,69.50509,0.0,52.43682,1.3,1648.366,1648.366,0.3,57.659237,35.834343,71.04617,55.04003,69.50509,108.99743,70.96538,0.7,69.98001,69.98001,90.420746,70.64787,364.58163,0.3,70.056145,73.94003,55.04003,82.2,66.29003
4858,19420320.0,55.04003,0.32980776,73.94003,78.32154,57.609653,69.98001,0.0,71.2525,0.0,0.2625,73.94003,69.505066,0.0,52.438965,1.2744544,1643.7855,1643.7855,0.3,57.609653,35.83426,71.015686,55.04003,69.505066,108.99738,70.94137,0.7,69.98001,69.98001,90.342926,70.627594,364.58148,0.3,70.014725,73.94003,55.04003,80.052505,66.21203
4861,19420440.0,55.04003,0.33007443,73.94003,76.256905,57.58163,69.98001,0.0,71.1556,0.0,0.2625,73.94003,69.50507,0.0,52.44034,1.2485876,1637.7568,1637.7568,0.3,57.58163,35.834194,70.94653,55.04003,69.50507,108.9974,70.89462,0.7,69.98001,69.98001,90.298996,70.58392,364.58154,0.3,69.94232,73.94003,55.04003,77.89867,66.134026
4862,19420500.0,55.04003,0.33020774,73.94003,75.22996,57.563812,69.98001,0.0,71.13808,0.0,0.2625,73.94003,69.50505,0.0,52.44105,1.2355574,1635.4196,1635.4196,0.3,57.563812,35.834152,70.93164,55.04003,69.50505,108.99737,70.88353,0.7,69.98001,69.98001,90.27104,70.57552,364.58145,0.3,69.92195,73.94003,55.04003,76.82029,66.095024
4864,19420560.0,55.04003,0.3303382,73.94003,74.20667,57.528908,69.98001,0.0,71.11935,0.0,0.2625,73.94003,69.505035,0.0,52.442642,1.2224752,1633.3578,1633.3578,0.3,57.528908,35.83411,70.91665,55.04003,69.505035,108.997345,70.87149,0.7,69.98001,69.98001,90.21626,70.56465,364.5814,0.3,69.9014,73.94003,55.04003,75.74143,66.05602
4866,19420680.0,55.04003,0.33059916,73.94003,72.17142,57.49928,69.98001,0.0,71.02294,0.0,0.2625,73.94003,69.50505,0.0,52.444073,1.1961925,1627.5094,1627.5094,0.3,57.49928,35.83405,70.84831,55.04003,69.50505,108.99737,70.82579,0.7,69.98001,69.98001,90.16982,70.522125,364.58145,0.3,69.829666,73.94003,55.04003,73.583755,65.97802
4868,19420800.0,55.04003,0.3308601,73.94003,70.15172,57.44649,69.98001,0.0,70.98685,0.0,0.2625,73.94003,69.50502,0.0,52.44638,1.1698148,1623.2661,1623.2661,0.3,57.44649,35.833965,70.81903,55.04003,69.50502,108.997314,70.80354,0.7,69.98001,69.98001,90.087,70.50384,364.58127,0.3,69.78918,73.94003,55.04003,71.42859,65.90002
4870,19420920.0,55.04003,0.33111426,73.94003,68.14814,57.41796,69.98001,0.0,70.89083,0.0,0.2625,73.94003,69.50503,0.0,52.447754,1.1434176,1617.5709,1617.5709,0.3,57.41796,35.833904,70.75142,55.04003,69.50503,108.99733,70.758835,0.7,69.98001,69.98001,90.04228,70.46242,364.58136,0.3,69.71804,73.94003,55.04003,69.27888,65.822014
4872,19421040.0,55.04003,0.33136842,73.94003,66.16128,57.367626,69.98001,0.0,70.8548,0.0,0.2625,73.94003,69.505,0.0,52.44995,1.1170762,1613.4543,1613.4543,0.3,57.367626,35.83382,70.722626,55.04003,69.505,108.997284,70.73746,0.7,69.98001,69.98001,89.96332,70.44501,364.5812,0.3,69.67794,73.94003,55.04003,67.13759,65.74401
4874,19421100.0,55.04003,0.3314955,73.94003,65.174286,57.34633,69.98001,0.0,70.80635,0.0,0.2625,73.94003,69.505005,0.0,52.45094,1.10395,1610.7864,1610.7864,0.3,57.34633,35.833794,70.68907,55.04003,69.505005,108.99729,70.715,0.7,69.98001,69.98001,89.92992,70.42348,364.58124,0.3,69.642456,73.94003,55.04003,66.071014,65.70501
4877,19421160.0,55.04003,0.33161876,73.94003,64.191696,57.342342,69.98001,0.0,70.75911,0.0,0.2625,73.94003,69.50501,0.0,52.451157,1.090866,1607.8817,1607.8817,0.3,57.342342,35.833763,70.65572,55.04003,69.50501,108.9973,70.69368,0.7,69.98001,69.98001,89.9237,70.40457,364.58124,0.3,69.60735,73.94003,55.04003,65.00766,65.66601
4878,19421280.0,55.04003,0.33186525,73.94003,62.239967,57.296455,69.98001,0.0,70.723015,0.0,0.2625,73.94003,69.50498,0.0,52.453136,1.0648624,1603.86,1603.86,0.3,57.296455,35.833683,70.62738,55.04003,69.50498,108.99725,70.67303,0.7,69.98001,69.98001,89.851715,70.38805,364.5811,0.3,69.56758,73.94003,55.04003,62.892048,65.588005
4880,19421400.0,55.04003,0.33211175,73.94003,60.30668,57.276226,69.98001,0.0,70.62749,0.0,0.2625,73.94003,69.505,0.0,52.454124,1.0391407,1598.3766,1598.3766,0.3,57.276226,35.833626,70.56108,55.04003,69.505,108.99728,70.63018,0.7,69.98001,69.98001,89.82003,70.348656,364.58118,0.3,69.49744,73.94003,55.04003,60.793705,65.51
4882,19421520.0,55.04003,0.33235183,73.94003,58.392403,57.236263,69.98001,0.0,70.59123,0.0,0.2625,73.94003,69.50497,0.0,52.455883,1.0137764,1594.416,1594.416,0.3,57.236263,35.83355,70.533066,55.04003,69.50497,108.997215,70.61029,0.7,69.98001,69.98001,89.75734,70.332886,364.58102,0.3,69.45794,73.94003,55.04003,58.715588,65.432
4885,19421640.0,55.04003,0.33259192,73.94003,56.49771,57.222374,69.98001,0.0,70.49609,0.0,0.2625,73.94003,69.50498,0.0,52.456596,0.9888448,1588.9928,1588.9928,0.3,57.222374,35.833496,70.46742,55.04003,69.50498,108.997246,70.56827,0.7,69.98001,69.98001,89.735596,70.29439,364.5811,0.3,69.388336,73.94003,55.04003,56.66064,65.354
4886,19421700.0,55.04003,0.33271194,73.94003,55.55789,57.213585,69.98001,0.0,70.47862,0.0,0.2625,73.94003,69.50497,0.0,52.456924,0.9765648,1586.9084,1586.9084,0.3,57.213585,35.833458,70.453735,55.04003,69.50497,108.997215,70.55916,0.7,69.98001,69.98001,89.721825,70.28818,364.58102,0.3,69.3689,73.94003,55.04003,55.642784,65.314995
4888,19421760.0,55.04003,0.3328294,73.94003,54.623188,57.189163,69.98001,0.0,70.46001,0.0,0.2625,73.94003,69.50496,0.0,52.458023,0.9644213,1585.0715,1585.0715,0.3,57.189163,35.83342,70.43996,55.04003,69.50496,108.9972,70.54916,0.7,69.98001,69.98001,89.6835,70.27944,364.58096,0.3,69.34929,73.94003,55.04003,54.631824,65.27599
4890,19421880.0,55.04003,0.33306423,73.94003,52.769405,57.182335,69.98001,0.0,70.36546,0.0,0.2625,73.94003,69.504974,0.0,52.458412,0.9405812,1579.6854,1579.6854,0.3,57.182335,35.83337,70.37514,55.04003,69.504974,108.99722,70.50796,0.7,69.98001,69.98001,89.67284,70.24181,364.58105,0.3,69.28029,73.94003,55.04003,52.632084,65.19799
4893,19422000.0,55.04003,0.33329907,73.94003,50.93694,57.15668,69.98001,0.0,70.329865,0.0,0.2625,73.94003,69.50495,0.0,52.459454,0.9174,1575.7775,1575.7775,0.3,57.15668,35.833298,70.34827,55.04003,69.50495,108.997185,70.489555,0.7,69.98001,69.98001,89.63259,70.227585,364.5809,0.3,69.24167,73.94003,55.04003,50.66438,65.11999
4895,19422120.0,55.04003,0.33352742,73.94003,49.126366,57.160656,69.98001,0.0,70.23253,0.0,0.2625,73.94003,69.50497,0.0,52.459396,0.894953,1570.241,1570.241,0.3,57.160656,35.833252,70.28093,55.04003,69.50497,108.997215,70.44566,0.7,69.98001,69.98001,89.638885,70.18738,364.58102,0.3,69.17049,73.94003,55.04003,48.73165,65.04094
4896,19422240.0,55.04003,0.33375576,73.94003,47.338264,57.14527,69.98001,0.0,70.19435,0.0,0.2625,73.94003,69.50495,0.0,52.460003,0.87331563,1566.1476,1566.1476,0.3,57.14527,35.833187,70.25186,55.04003,69.50495,108.997185,70.425064,0.7,69.98001,69.98001,89.614746,70.171005,364.58093,0.3,69.129395,73.94003,55.04003,46.836864,64.959915
4898,19422300.0,55.04003,0.3338699,73.94003,46.45282,57.141037,69.98001,0.0,70.14568,0.0,0.2625,73.94003,69.50497,0.0,52.460278,0.8628241,1563.4861,1563.4861,0.3,57.141037,35.833168,70.21858,55.04003,69.50497,108.99721,70.40309,0.7,69.98001,69.98001,89.608116,70.15008,364.58102,0.3,69.09369,73.94003,55.04003,45.904617,64.91878
4900,19422360.0,55.04003,0.33398002,73.94003,45.57321,57.153664,69.98001,0.0,70.09822,0.0,0.2625,73.94003,69.504974,0.0,52.45967,0.8525632,1560.5823,1560.5823,0.3,57.153664,35.83315,70.18556,55.04003,69.504974,108.99724,70.382164,0.7,69.98001,69.98001,89.62796,70.13179,364.58105,0.3,69.05826,73.94003,55.04003,44.982964,64.87714
4902,19422480.0,55.04003,0.33420026,73.94003,43.83178,57.141026,69.98001,0.0,70.06054,0.0,0.2625,73.94003,69.50497,0.0,52.460167,0.8327711,1556.4656,1556.4656,0.3,57.141026,35.833096,70.157104,55.04003,69.50497,108.997215,70.36223,0.7,69.98001,69.98001,89.60812,70.11607,364.58102,0.3,69.01695,73.94003,55.04003,43.1729,64.79287
4904,19422600.0,55.04003,0.33442047,73.94003,42.114544,57.151802,69.98001,0.0,69.96529,0.0034696315,0.2625,73.94003,69.505005,0.0,52.459785,0.8140148,1550.8912,1550.8912,0.3,57.151802,35.833065,70.091736,55.04003,69.505005,108.997284,70.320145,0.7,69.98001,69.98001,89.62506,70.07768,364.5812,0.3,68.94586,73.94003,55.04003,41.409634,64.70723
4906,19422720.0,55.04003,0.33463344,73.94003,40.42209,57.14132,69.98001,0.0,69.92821,0.005773581,0.2625,73.94003,69.505005,0.0,52.460167,0.7963696,1546.7576,1546.7576,0.3,57.14132,35.833023,70.06395,55.04003,69.505005,108.997284,70.30092,0.7,69.98001,69.98001,89.60861,70.06258,364.5812,0.3,68.90445,73.94003,55.04003,39.696106,64.620544
4908,19422840.0,55.04003,0.33484638,73.94003,38.754986,57.15406,69.98001,0.0,69.83367,0.011761365,0.2625,73.94003,69.50504,0.0,52.45967,0.77991086,1541.1758,1541.1758,0.3,57.15406,35.833004,69.999405,55.04003,69.50504,108.99736,70.25961,0.7,69.98001,69.98001,89.628624,70.02489,364.58145,0.3,68.83353,73.94003,55.04003,38.03528,64.53299
4911,19422900.0,55.04003,0.33495286,73.94003,37.931118,57.15776,69.98001,0.0,69.81598,0.013318828,0.2625,73.94003,69.50505,0.0,52.459454,0.77215,1538.985,1538.985,0.3,57.15776,35.83299,69.985886,55.04003,69.50505,108.99737,70.25076,0.7,69.98001,69.98001,89.63444,70.018906,364.58145,0.3,68.81304,73.94003,55.04003,37.225548,64.48894
4912,19422960.0,55.04003,0.33505613,73.94003,37.113808,57.145226,69.98001,0.0,69.797195,0.015004438,0.2625,73.94003,69.505066,0.0,52.460003,0.764714,1537.0293,1537.0293,0.3,57.145226,35.832973,69.97221,55.04003,69.505066,108.997375,70.24099,0.7,69.98001,69.98001,89.61475,70.01039,364.58148,0.3,68.79222,73.94003,55.04003,36.4301,64.44472
4914,19423080.0,55.04003,0.33526263,73.94003,35.499138,57.15946,69.98001,0.0,69.70348,0.021915186,0.2625,73.94003,69.50512,0.00146103,52.459454,0.7508544,1531.4445,1531.4445,0.3,57.15946,35.83297,69.908325,55.04003,69.50512,108.99748,70.2005,0.7,69.98001,69.98001,89.637115,69.97331,364.5818,0.3,68.72158,73.94003,55.04003,34.883522,64.35605
4916,19423200.0,55.04003,0.33546916,73.94003,33.91155,57.15178,69.98001,0.0,69.667725,0.026079072,0.2625,73.94003,69.505135,0.0023365123,52.45973,0.73840743,1527.2938,1527.2938,0.3,57.15178,35.832947,69.88174,55.04003,69.505135,108.99751,70.18254,0.7,69.98001,69.98001,89.62505,69.95924,364.58185,0.3,68.6805,73.94003,55.04003,33.3985,64.26717
4918,19423320.0,55.039978,0.33566755,73.94003,32.35162,57.16693,69.98001,0.0,69.57489,0.03389736,0.2625,73.94003,69.505196,0.004659837,52.45907,0.7274484,1521.715,1521.715,0.3,57.16693,35.832954,69.818565,55.04003,69.505196,108.99763,70.142715,0.7,69.98001,69.98001,89.64886,69.922775,364.5822,0.3,68.61023,73.94003,55.039978,31.977978,64.1783
4920,19423440.0,55.04003,0.3358659,73.94003,30.819921,57.159977,69.98001,0.0,69.53995,0.038967058,0.2625,73.94003,69.50523,0.005885346,52.459343,0.7180528,1517.5697,1517.5697,0.3,57.159977,35.83295,69.79253,55.04003,69.50523,108.99769,70.12536,0.7,69.98001,69.98001,89.63793,69.90915,364.5824,0.3,68.56958,73.94003,55.04003,30.624916,64.08963
4922,19423500.0,55.04003,0.33596513,73.94003,30.06484,57.159447,69.98001,0.0,69.49332,0.043274768,0.2625,73.94003,69.505264,0.007258068,52.459396,0.7139648,1514.904,1514.904,0.3,57.159447,35.83296,69.76111,55.04003,69.505264,108.99776,70.10531,0.7,69.98001,69.98001,89.63711,69.88982,364.58255,0.3,68.53454,73.94003,55.04003,29.974606,64.04541
4924,19423560.0,55.039978,0.33605957,73.94003,29.317036,57.17555,69.98001,0.0,69.44794,0.04768163,0.2625,73.94003,69.50531,0.008552309,52.458687,0.7102959,1512.0051,1512.0051,0.3,57.17555,35.83297,69.729904,55.039978,69.50531,108.99782,70.08624,0.7,69.98001,69.98001,89.66239,69.87311,364.58276,0.3,68.49988,73.94003,55.039978,29.342264,64.00142
4927,19423680.0,55.04003,0.33624846,73.94003,27.843536,57.16871,69.98001,0.0,69.41466,0.053595163,0.2625,73.94003,69.505356,0.01012612,52.45896,0.7042532,1507.8892,1507.8892,0.3,57.16871,35.83298,69.70486,55.29953,69.505356,108.997894,70.06949,0.7,69.98001,69.98001,99.00747,69.85982,364.583,0.3,68.460106,73.94003,55.04003,28.132975,63.9138
4929,19423800.0,55.039978,0.33643734,73.94003,26.4,57.18212,69.98001,0.0,69.327805,0.0629344,0.2625,73.94003,69.50544,0.0131357405,52.458412,0.7,1502.4421,1502.4421,0.3,57.18212,35.83301,69.64476,55.79122,69.50544,108.99805,70.03104,0.7,69.98001,69.98001,116.2927,69.82417,364.58344,0.3,68.392654,73.94003,55.039978,27.0,63.827118
4930,19423920.0,55.04003,0.3366179,73.94003,24.98354,57.170532,69.98001,0.0,69.30193,0.0692975,0.2625,73.94003,69.50549,0.015057158,52.458847,0.69666666,1498.5198,1498.5198,0.3,57.170532,35.833035,69.62334,56.128227,69.50549,108.99815,70.01483,0.7,69.98001,69.98001,127.820854,69.8111,364.58377,0.3,68.356064,73.94003,55.04003,25.894825,63.741478
4932,19424040.0,55.04003,0.33679846,73.94003,23.591896,57.179184,69.98001,0.0013196192,69.22256,0.07903075,0.2625,73.94003,69.505585,0.018409455,52.45852,0.6933333,1493.284,1493.284,0.3,57.179184,35.83308,69.566864,56.642113,69.505585,108.99831,69.97699,0.7,69.98001,69.98001,145.86519,69.77577,364.58423,0.3,68.2919,73.94003,55.04003,24.76959,63.65721
4934,19424100.0,55.04003,0.33688873,73.94003,22.905859,57.179634,69.98001,0.0017531585,69.21344,0.08235884,0.2625,73.94003,69.505615,0.019460648,52.458466,0.69166666,1491.3005,1491.3005,0.3,57.179634,35.833096,69.55786,56.818554,69.505615,108.99836,69.96963,0.7,69.98001,69.98001,151.8253,69.770615,364.58438,0.3,68.27526,73.94003,55.04003,24.200682,63.61563
4936,19424160.0,55.04003,0.3369753,73.94003,22.226599,57.162937,69.98001,0.0022667905,69.20393,0.0857438,0.2625,73.94003,69.50565,0.02067918,52.459236,0.69,1489.5753,1489.5753,0.3,57.162937,35.833115,69.54901,56.998566,69.50565,108.998436,69.961334,0.7,69.98001,69.98001,158.05927,69.76286,364.58456,0.3,68.25862,73.94003,55.04003,23.628235,63.574432
4938,19424280.0,55.04003,0.33714843,73.94003,20.889174,57.167336,69.98001,0.00461631,69.13187,0.09576879,0.2625,73.94003,69.50575,0.024375191,52.45907,0.68666667,1484.5675,1484.5675,0.3,57.167336,35.833164,69.49617,57.52849,69.50575,108.99859,69.92409,0.7,69.98001,69.98001,176.65082,69.72777,364.58502,0.3,68.19803,73.94003,55.04003,22.474693,63.49341
4940,19424400.0,55.04003,0.33732158,73.94003,19.581148,57.14696,69.98001,0.0059250356,69.12027,0.10273652,0.2625,73.94003,69.50582,0.026995163,52.459946,0.68333334,1481.0868,1481.0868,0.3,57.14696,35.833206,69.48172,57.898895,69.50582,108.99873,69.90893,0.7,69.98001,69.98001,189.32065,69.714966,364.58545,0.3,68.168144,73.94003,55.04003,21.3129,63.41436
4942,19424520.0,55.04003,0.33748636,73.94003,18.304047,57.147522,69.98001,0.008629574,69.05534,0.11295728,0.2625,73.94003,69.50591,0.031036448,52.460003,0.68,1476.3234,1476.3234,0.3,57.147522,35.83326,69.43245,58.439423,69.50591,108.998886,69.87224,0.7,69.98001,69.98001,208.27046,69.68002,364.58588,0.3,68.11124,73.94003,55.04003,20.146795,63.337456
4945,19424640.0,55.04003,0.33765113,73.94003,17.059397,57.1234,69.98001,0.010293355,69.05057,0.12009064,0.2625,73.94003,69.506,0.03400274,52.46099,0.6766667,1473.0873,1473.0873,0.3,57.1234,35.83331,69.42136,58.818832,69.506,108.99902,69.85757,0.7,69.98001,69.98001,221.24525,69.66734,364.5863,0.3,68.08498,73.94003,55.04003,18.980312,63.263023
