,time,AHU: MAT,AHU: RAT,VAV: Core Zone Discharge Air Temperature,VAV: North Zone Discharge Air Temperature,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: North Zone Airflow Rate,VAV: South Zone Airflow Rate,Outdoor Air Temperature,AHU: Supply Air Temperature,AHU: Outdoor Air Damper Position,AHU: Return Air Damper Position,VAV: Core Zone Room Air Temperature,VAV Core Zone Cooling SP,VAV: Core Zone Reheat Control Signal,VAV: Core Zone Damper Control Signal,VAV: North Zone Room Air Temperature,VAV North Zone Cooling SP,VAV: North Zone Reheat Control Signal,VAV: North Zone Damper Control Signal,VAV: South Zone Room Air Temperature,VAV South Zone Cooling SP,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV:Core zone Q,AHU: Supply Fan Power,AHU: Supply Fan Airflow Rate,VAV:North zone Q,VAV:South zone Q,faulty
3592,19357440.0,58.983627,63.608215,55.28283,55.28283,55.28294,69.50201,69.50201,108.99199,58.983353,55.282883,1.0,0.0,65.38432,299.85,0.0,0.3,64.9709,299.85,0.0,0.3,61.800087,299.85,0.0,0.2625,662.3914,662.3914,0.0,70.94765,364.5657,0.0,0.0,0
3594,19357500.0,58.979233,63.489727,55.268547,55.268547,55.268658,69.50202,69.50202,108.99202,58.97896,55.2686,1.0,0.0,65.303024,299.85,0.0,0.3,64.89076,299.85,0.0,0.3,61.61013,299.85,0.0,0.2625,664.0539,664.0539,0.0,70.94767,364.56577,0.0,0.0,0
3596,19357560.0,58.974785,63.381294,55.254982,55.254982,55.25509,69.50204,69.50204,108.99204,58.974564,55.255035,1.0,0.0,65.246826,299.85,0.0,0.3,64.82544,299.85,0.0,0.3,61.44918,299.85,0.0,0.2625,665.5848,665.5848,0.0,70.94769,364.56586,0.0,0.0,0
3598,19357680.0,58.965668,63.551414,55.22993,55.22993,55.22999,69.50206,69.50206,108.99209,58.965393,55.22993,1.0,0.0,65.33977,299.85,0.0,0.3,64.9196,299.85,0.0,0.3,61.737297,299.85,0.0,0.2625,668.2431,668.2431,0.0,70.94772,364.56598,0.0,0.0,0
3601,19357800.0,58.956276,63.325756,55.20719,55.20719,55.2073,69.502106,69.502106,108.99215,58.956,55.207245,1.0,0.0,65.20354,299.85,0.0,0.3,64.77584,299.85,0.0,0.3,61.38793,299.85,0.0,0.2625,670.4018,670.4018,0.0,70.94777,364.56616,0.0,0.0,0
3602,19357920.0,58.94655,63.4972,55.186592,55.186592,55.1867,69.50214,69.50214,108.9922,58.946274,55.186646,1.0,0.0,65.29709,299.85,0.0,0.3,64.87115,299.85,0.0,0.3,61.677864,299.85,0.0,0.2625,672.10754,672.10754,0.0,70.94781,364.5663,0.0,0.0,0
3604,19358040.0,58.9365,63.27269,55.16797,55.16797,55.168022,69.50218,69.50218,108.99229,58.936226,55.16797,1.0,0.0,65.161896,299.85,0.0,0.3,64.72876,299.85,0.0,0.3,61.329926,299.85,0.0,0.2625,673.40283,673.40283,0.0,70.94786,364.56656,0.0,0.0,0
3606,19358100.0,58.93139,63.363876,55.159286,55.159286,55.159344,69.5022,69.5022,108.99232,58.931114,55.159344,1.0,0.0,65.2215,299.85,0.0,0.3,64.784195,299.85,0.0,0.3,61.48994,299.85,0.0,0.2625,673.9087,673.9087,0.0,70.94788,364.56662,0.0,0.0,0
3608,19358160.0,58.926224,63.445232,55.151047,55.151047,55.151104,69.50221,69.50221,108.99235,58.925896,55.151104,1.0,0.0,65.25594,299.85,0.0,0.3,64.82506,299.85,0.0,0.3,61.62139,299.85,0.0,0.2625,674.326,674.326,0.0,70.947914,364.56674,0.0,0.0,0
3610,19358280.0,58.915627,63.22166,55.135723,55.135723,55.13578,69.50226,69.50226,108.992424,58.915295,55.13578,1.0,0.0,65.12169,299.85,0.0,0.3,64.68383,299.85,0.0,0.3,61.274773,299.85,0.0,0.2625,674.91205,674.91205,0.0,70.94797,364.567,0.0,0.0,0
3612,19358400.0,58.9048,63.395187,55.12188,55.12188,55.121933,69.5023,69.5023,108.9925,58.904472,55.12188,1.0,0.0,65.21617,299.85,0.0,0.3,64.78106,299.85,0.0,0.3,61.567505,299.85,0.0,0.2625,675.1926,675.1926,0.0,70.94802,364.56717,0.0,0.0,0
3614,19358520.0,58.893654,63.172554,55.1093,55.1093,55.1093,69.50234,69.50234,108.99258,58.893322,55.1093,1.0,0.0,65.08269,299.85,0.0,0.3,64.64082,299.85,0.0,0.3,61.22209,299.85,0.0,0.2625,675.19666,675.19666,0.0,70.948074,364.56738,0.0,0.0,0
3617,19358640.0,58.88228,63.346905,55.097878,55.097878,55.09793,69.50238,69.50238,108.992645,58.88195,55.097878,1.0,0.0,65.177505,299.85,0.0,0.3,64.73888,299.85,0.0,0.3,61.51587,299.85,0.0,0.2625,674.9505,674.9505,0.0,70.94813,364.56763,0.0,0.0,0
3618,19358700.0,58.876457,63.231,55.0926,55.0926,55.0926,69.5024,69.5024,108.99268,58.87613,55.0926,1.0,0.0,65.09834,299.85,0.0,0.3,64.6617,299.85,0.0,0.3,61.32921,299.85,0.0,0.2625,674.7412,674.7412,0.0,70.94816,364.56772,0.0,0.0,0
3620,19358760.0,58.870636,63.12509,55.087547,55.087547,55.087547,69.502426,69.502426,108.99272,58.870308,55.087547,1.0,0.0,65.04473,299.85,0.0,0.3,64.599396,299.85,0.0,0.3,61.17161,299.85,0.0,0.2625,674.4782,674.4782,0.0,70.94819,364.5678,0.0,0.0,0
3622,19358880.0,58.858772,63.30027,55.078156,55.078156,55.07821,69.502464,69.502464,108.99279,58.858383,55.07821,1.0,0.0,65.13988,299.85,0.0,0.3,64.69823,299.85,0.0,0.3,61.46621,299.85,0.0,0.2625,673.80176,673.80176,0.0,70.94824,364.56805,0.0,0.0,0
3624,19359000.0,58.84663,63.079277,55.069695,55.069695,55.069695,69.5025,69.5025,108.99286,58.846245,55.069695,1.0,0.0,65.00777,299.85,0.0,0.3,64.55941,299.85,0.0,0.3,61.12294,299.85,0.0,0.2625,672.9414,672.9414,0.0,70.948296,364.56824,0.0,0.0,0
3626,19359120.0,58.83427,63.255226,55.062004,55.062004,55.062004,69.50254,69.50254,108.992935,58.833885,55.062004,1.0,0.0,65.10335,299.85,0.0,0.3,64.65889,299.85,0.0,0.3,61.418312,299.85,0.0,0.2625,671.9156,671.9156,0.0,70.94835,364.56845,0.0,0.0,0
3628,19359240.0,58.821693,63.03511,55.05503,55.05503,55.055084,69.50258,69.50258,108.993,58.821304,55.055084,1.0,0.0,64.97183,299.85,0.0,0.3,64.52068,299.85,0.0,0.3,61.07603,299.85,0.0,0.2625,670.74146,670.74146,0.0,70.948395,364.56863,0.0,0.0,0
3630,19359300.0,58.81532,63.12844,55.05184,55.05184,55.05184,69.502594,69.502594,108.99302,58.814934,55.05184,1.0,0.0,65.032646,299.85,0.0,0.3,64.57809,299.85,0.0,0.3,61.23819,299.85,0.0,0.2625,670.10376,670.10376,0.0,70.94842,364.56873,0.0,0.0,0
3633,19359360.0,58.80889,63.211773,55.048767,55.048767,55.04882,69.50262,69.50262,108.99305,58.80851,55.048767,1.0,0.0,65.06775,299.85,0.0,0.3,64.62082,299.85,0.0,0.3,61.371895,299.85,0.0,0.2625,669.43475,669.43475,0.0,70.94844,364.56882,0.0,0.0,0
3635,19359480.0,58.795876,62.99243,55.043106,55.043106,55.043106,69.50264,69.50264,108.9931,58.795486,55.043106,1.0,0.0,64.936905,299.85,0.0,0.3,64.483055,299.85,0.0,0.3,61.030495,299.85,0.0,0.2625,668.00995,668.00995,0.0,70.94849,364.56894,0.0,0.0,0
3636,19359600.0,58.782635,63.169914,55.038002,55.038002,55.038002,69.50267,69.50267,108.993164,58.78225,55.038002,1.0,0.0,65.033585,299.85,0.0,0.3,64.5838,299.85,0.0,0.3,61.32685,299.85,0.0,0.2625,666.4805,666.4805,0.0,70.948524,364.5691,0.0,0.0,0
3638,19359720.0,58.769176,62.951397,55.033386,55.033386,55.033386,69.50269,69.50269,108.9932,58.76879,55.033386,1.0,0.0,64.90328,299.85,0.0,0.3,64.44647,299.85,0.0,0.3,60.98633,299.85,0.0,0.2625,664.85895,664.85895,0.0,70.948555,364.56924,0.0,0.0,0
3640,19359840.0,58.755554,63.12954,55.029266,55.029266,55.029266,69.502716,69.502716,108.99324,58.75517,55.029266,1.0,0.0,65.00051,299.85,0.0,0.3,64.54776,299.85,0.0,0.3,61.28296,299.85,0.0,0.2625,663.1569,663.1569,0.0,70.94859,364.56937,0.0,0.0,0
3642,19359900.0,58.748688,63.015724,55.027344,55.027344,55.027344,69.50272,69.50272,108.993256,58.748302,55.027344,1.0,0.0,64.92273,299.85,0.0,0.3,64.471794,299.85,0.0,0.3,61.098717,299.85,0.0,0.2625,662.2791,662.2791,0.0,70.9486,364.5694,0.0,0.0,0
3645,19359960.0,58.741768,62.911736,55.025528,55.025528,55.025528,69.50274,69.50274,108.99327,58.74138,55.025528,1.0,0.0,64.87082,299.85,0.0,0.3,64.410706,299.85,0.0,0.3,60.94326,299.85,0.0,0.2625,661.38525,661.38525,0.0,70.948616,364.56946,0.0,0.0,0
3646,19360080.0,58.72776,63.090485,55.022232,55.022232,55.022232,69.502754,69.502754,108.99331,58.72737,55.022232,1.0,0.0,64.9686,299.85,0.0,0.3,64.51256,299.85,0.0,0.3,61.24022,299.85,0.0,0.2625,659.5541,659.5541,0.0,70.94865,364.56955,0.0,0.0,0
3648,19360200.0,58.71364,62.873337,55.019268,55.019268,55.019325,69.50277,69.50277,108.99333,58.713203,55.019268,1.0,0.0,64.83945,299.85,0.0,0.3,64.37578,299.85,0.0,0.3,60.90129,299.85,0.0,0.2625,657.67285,657.67285,0.0,70.94866,364.56964,0.0,0.0,0
3650,19360320.0,58.699303,63.052635,55.016685,55.016685,55.016685,69.50279,69.50279,108.99336,58.698864,55.016685,1.0,0.0,64.93789,299.85,0.0,0.3,64.47811,299.85,0.0,0.3,61.198418,299.85,0.0,0.2625,655.7506,655.7506,0.0,70.948685,364.56973,0.0,0.0,0
3653,19360440.0,58.6848,62.83604,55.01438,55.01438,55.01438,69.5028,69.5028,108.99338,58.684364,55.01438,1.0,0.0,64.80919,299.85,0.0,0.3,64.341606,299.85,0.0,0.3,60.860207,299.85,0.0,0.2625,653.79565,653.79565,0.0,70.9487,364.56976,0.0,0.0,0
3654,19360500.0,58.677498,62.930855,55.013336,55.013336,55.013336,69.5028,69.5028,108.993385,58.677055,55.013336,1.0,0.0,64.87131,299.85,0.0,0.3,64.40033,299.85,0.0,0.3,61.02302,299.85,0.0,0.2625,652.8085,652.8085,0.0,70.9487,364.56976,0.0,0.0,0
3656,19360560.0,58.670135,63.015778,55.0124,55.0124,55.0124,69.50281,69.50281,108.99339,58.66975,55.0124,1.0,0.0,64.90817,299.85,0.0,0.3,64.44444,299.85,0.0,0.3,61.157547,299.85,0.0,0.2625,651.81604,651.81604,0.0,70.948715,364.5698,0.0,0.0,0
3658,19360680.0,58.655357,62.799675,55.010643,55.010643,55.010643,69.502815,69.502815,108.99341,58.65492,55.010643,1.0,0.0,64.77996,299.85,0.0,0.3,64.3081,299.85,0.0,0.3,60.82005,299.85,0.0,0.2625,649.8192,649.8192,0.0,70.94872,364.56982,0.0,0.0,0
3660,19360800.0,58.640472,62.979576,55.009163,55.009163,55.009163,69.50283,69.50283,108.99343,58.64003,55.009163,1.0,0.0,64.87923,299.85,0.0,0.3,64.41137,299.85,0.0,0.3,61.117447,299.85,0.0,0.2625,647.81244,647.81244,0.0,70.94874,364.56992,0.0,0.0,0
3662,19360920.0,58.625145,62.763695,55.007843,55.007843,55.007843,69.50283,69.50283,108.99344,58.624706,55.007843,1.0,0.0,64.751175,299.85,0.0,0.3,64.27519,299.85,0.0,0.3,60.780663,299.85,0.0,0.2625,645.77246,645.77246,0.0,70.948746,364.56992,0.0,0.0,0
3664,19361040.0,58.609215,62.943764,55.00647,55.00647,55.00647,69.502846,69.502846,108.993454,58.60872,55.00647,1.0,0.0,64.850876,299.85,0.0,0.3,64.37891,299.85,0.0,0.3,61.078117,299.85,0.0,0.2625,643.6459,643.6459,0.0,70.94876,364.56998,0.0,0.0,0
3666,19361100.0,58.60103,62.831097,55.005753,55.005753,55.005753,69.50284,69.50284,108.993454,58.600536,55.005753,1.0,0.0,64.77403,299.85,0.0,0.3,64.30343,299.85,0.0,0.3,60.89569,299.85,0.0,0.2625,642.55084,642.55084,0.0,70.94876,364.56998,0.0,0.0,0
3669,19361160.0,58.59268,62.728043,55.004986,55.004986,55.004986,69.502846,69.502846,108.99346,58.59224,55.004986,1.0,0.0,64.72305,299.85,0.0,0.3,64.24289,299.85,0.0,0.3,60.741936,299.85,0.0,0.2625,641.4418,641.4418,0.0,70.94877,364.57004,0.0,0.0,0
3670,19361280.0,58.575653,62.90822,55.0035,55.0035,55.0035,69.50286,69.50286,108.993484,58.575157,55.0035,1.0,0.0,64.82308,299.85,0.0,0.3,64.346985,299.85,0.0,0.3,61.039337,299.85,0.0,0.2625,639.1655,639.1655,0.0,70.948784,364.57007,0.0,0.0,0
3672,19361400.0,58.55818,62.69256,55.001965,55.001965,55.001965,69.50286,69.50286,108.99349,58.557632,55.001965,1.0,0.0,64.69525,299.85,0.0,0.3,64.21098,299.85,0.0,0.3,60.70365,299.85,0.0,0.2625,636.8147,636.8147,0.0,70.94879,364.5701,0.0,0.0,0
3674,19361520.0,58.540222,62.872734,55.00048,55.00048,55.00048,69.50288,69.50288,108.993515,58.539673,55.00048,1.0,0.0,64.79529,299.85,0.0,0.3,64.31546,299.85,0.0,0.3,61.00094,299.85,0.0,0.2625,634.39246,634.39246,0.0,70.94881,364.57013,0.0,0.0,0
3676,19361640.0,58.521873,62.657127,54.998943,54.998943,54.998943,69.50288,69.50288,108.99352,58.521324,54.998943,1.0,0.0,64.667465,299.85,0.0,0.3,64.179504,299.85,0.0,0.3,60.66569,299.85,0.0,0.2625,631.9042,631.9042,0.0,70.948814,364.5702,0.0,0.0,0
3678,19361700.0,58.51259,62.752106,54.99823,54.99823,54.99823,69.502884,69.502884,108.99353,58.51204,54.99823,1.0,0.0,64.73009,299.85,0.0,0.3,64.23921,299.85,0.0,0.3,60.828346,299.85,0.0,0.2625,630.6371,630.6371,0.0,70.948814,364.57022,0.0,0.0,0
3680,19361760.0,58.503197,62.837357,54.997513,54.997513,54.997513,69.50289,69.50289,108.993546,58.502647,54.997513,1.0,0.0,64.767715,299.85,0.0,0.3,64.28432,299.85,0.0,0.3,60.962814,299.85,0.0,0.2625,629.3558,629.3558,0.0,70.94883,364.57025,0.0,0.0,0
3682,19361880.0,58.484245,62.621807,54.996086,54.996086,54.996086,69.5029,69.5029,108.99355,58.483696,54.996086,1.0,0.0,64.639885,299.85,0.0,0.3,64.14836,299.85,0.0,0.3,60.628063,299.85,0.0,0.2625,626.75336,626.75336,0.0,70.94884,364.57025,0.0,0.0,0
3685,19362000.0,58.46502,62.802147,54.994713,54.994713,54.994713,69.50291,69.50291,108.99357,58.46447,54.994713,1.0,0.0,64.74036,299.85,0.0,0.3,64.253494,299.85,0.0,0.3,60.925026,299.85,0.0,0.2625,624.1034,624.1034,0.0,70.94885,364.57034,0.0,0.0,0
3686,19362120.0,58.44557,62.586708,54.99345,54.99345,54.99345,69.502914,69.502914,108.99358,58.445023,54.99345,1.0,0.0,64.61253,299.85,0.0,0.3,64.1176,299.85,0.0,0.3,60.59071,299.85,0.0,0.2625,621.41223,621.41223,0.0,70.94886,364.57037,0.0,0.0,0
3688,19362240.0,58.426018,62.76716,54.99224,54.99224,54.99224,69.50292,69.50292,108.99361,58.42547,54.99224,1.0,0.0,64.71327,299.85,0.0,0.3,64.22307,299.85,0.0,0.3,60.887505,299.85,0.0,0.2625,618.68677,618.68677,0.0,70.948875,364.5704,0.0,0.0,0
3690,19362300.0,58.416183,62.654766,54.99169,54.99169,54.99169,69.50292,69.50292,108.99361,58.415634,54.99169,1.0,0.0,64.63664,299.85,0.0,0.3,64.1477,299.85,0.0,0.3,60.70634,299.85,0.0,0.2625,617.31323,617.31323,0.0,70.948875,364.5704,0.0,0.0,0
3693,19362360.0,58.406353,62.551826,54.991142,54.991142,54.991142,69.50293,69.50293,108.993614,58.405746,54.991142,1.0,0.0,64.58539,299.85,0.0,0.3,64.08722,299.85,0.0,0.3,60.553688,299.85,0.0,0.2625,615.9338,615.9338,0.0,70.94888,364.57047,0.0,0.0,0
3694,19362480.0,58.386578,62.732437,54.990097,54.990097,54.990097,69.50294,69.50294,108.99364,58.38603,54.990097,1.0,0.0,64.686356,299.85,0.0,0.3,64.193016,299.85,0.0,0.3,60.85032,299.85,0.0,0.2625,613.1605,613.1605,0.0,70.94889,364.5705,0.0,0.0,0
3696,19362600.0,58.36686,62.517273,54.98922,54.98922,54.98922,69.502945,69.502945,108.993645,58.366253,54.98922,1.0,0.0,64.55853,299.85,0.0,0.3,64.057175,299.85,0.0,0.3,60.51699,299.85,0.0,0.2625,610.37396,610.37396,0.0,70.9489,364.57053,0.0,0.0,0
3698,19362720.0,58.347084,62.69805,54.988396,54.988396,54.988396,69.50295,69.50295,108.99367,58.346535,54.988396,1.0,0.0,64.65988,299.85,0.0,0.3,64.16335,299.85,0.0,0.3,60.813515,299.85,0.0,0.2625,607.5816,607.5816,0.0,70.94891,364.57062,0.0,0.0,0
3700,19362840.0,58.32747,62.482994,54.98774,54.98774,54.98774,69.50296,69.50296,108.993675,58.326866,54.98774,1.0,0.0,64.53206,299.85,0.0,0.3,64.02751,299.85,0.0,0.3,60.480682,299.85,0.0,0.2625,604.7907,604.7907,0.0,70.94892,364.57062,0.0,0.0,0
3703,19362900.0,58.317696,62.57808,54.987465,54.987465,54.987465,69.50297,69.50297,108.99368,58.31709,54.987465,1.0,0.0,64.59468,299.85,0.0,0.3,64.0881,299.85,0.0,0.3,60.642838,299.85,0.0,0.2625,603.3982,603.3982,0.0,70.94893,364.57065,0.0,0.0,0
3704,19362960.0,58.307915,62.66394,54.98719,54.98719,54.98719,69.502975,69.502975,108.9937,58.307365,54.98719,1.0,0.0,64.63357,299.85,0.0,0.3,64.13402,299.85,0.0,0.3,60.77704,299.85,0.0,0.2625,602.0089,602.0089,0.0,70.94894,364.57068,0.0,0.0,0
3706,19363080.0,58.28858,62.449047,54.986748,54.986748,54.986748,69.502975,69.502975,108.9937,58.288033,54.986748,1.0,0.0,64.50569,299.85,0.0,0.3,63.99823,299.85,0.0,0.3,60.44481,299.85,0.0,0.2625,599.2438,599.2438,0.0,70.948944,364.5707,0.0,0.0,0
3708,19363200.0,58.269463,62.63021,54.986473,54.986473,54.986473,69.50299,69.50299,108.99373,58.268913,54.986473,1.0,0.0,64.60753,299.85,0.0,0.3,64.10507,299.85,0.0,0.3,60.74106,299.85,0.0,0.2625,596.503,596.503,0.0,70.94897,364.57077,0.0,0.0,0
3710,19363320.0,58.250565,62.41543,54.986366,54.986366,54.986366,69.50299,69.50299,108.99373,58.250015,54.986366,1.0,0.0,64.479706,299.85,0.0,0.3,63.969337,299.85,0.0,0.3,60.409378,299.85,0.0,0.2625,593.79425,593.79425,0.0,70.94897,364.5708,0.0,0.0,0
3712,19363440.0,58.232002,62.596813,54.986366,54.986366,54.986366,69.50301,69.50301,108.99376,58.231506,54.986366,1.0,0.0,64.58177,299.85,0.0,0.3,64.07651,299.85,0.0,0.3,60.705574,299.85,0.0,0.2625,591.1255,591.1255,0.0,70.94899,364.5709,0.0,0.0,0
3714,19363500.0,58.22288,62.484863,54.98642,54.98642,54.98642,69.50301,69.50301,108.99376,58.222332,54.98642,1.0,0.0,64.50563,299.85,0.0,0.3,64.00119,299.85,0.0,0.3,60.525833,299.85,0.0,0.2625,589.80853,589.80853,0.0,70.94899,364.5709,0.0,0.0,0
3716,19363560.0,58.213818,62.38214,54.986526,54.986526,54.986526,69.50302,69.50302,108.99377,58.213326,54.986526,1.0,0.0,64.45389,299.85,0.0,0.3,63.940826,299.85,0.0,0.3,60.374443,299.85,0.0,0.2625,588.5045,588.5045,0.0,70.949,364.5709,0.0,0.0,0
3719,19363680.0,58.196022,62.563744,54.98686,54.98686,54.98686,69.50304,69.50304,108.99379,58.195526,54.98686,1.0,0.0,64.55617,299.85,0.0,0.3,64.048325,299.85,0.0,0.3,60.670635,299.85,0.0,0.2625,585.93933,585.93933,0.0,70.94901,364.57095,0.0,0.0,0
3720,19363800.0,58.17872,62.349182,54.987297,54.987297,54.987297,69.50304,69.50304,108.9938,58.178223,54.987297,1.0,0.0,64.42828,299.85,0.0,0.3,63.9127,299.85,0.0,0.3,60.340057,299.85,0.0,0.2625,583.4378,583.4378,0.0,70.94902,364.57098,0.0,0.0,0
3722,19363920.0,58.16185,62.531006,54.9879,54.9879,54.9879,69.50305,69.50305,108.99383,58.161358,54.9879,1.0,0.0,64.5309,299.85,0.0,0.3,64.02053,299.85,0.0,0.3,60.636246,299.85,0.0,0.2625,581.00806,581.00806,0.0,70.949036,364.57108,0.0,0.0,0
3724,19364040.0,58.14554,62.316605,54.988724,54.988724,54.988724,69.50305,69.50305,108.993835,58.145096,54.988724,1.0,0.0,64.403015,299.85,0.0,0.3,63.884903,299.85,0.0,0.3,60.306328,299.85,0.0,0.2625,578.65814,578.65814,0.0,70.94904,364.57108,0.0,0.0,0
3727,19364100.0,58.137627,62.41191,54.989166,54.989166,54.989166,69.50306,69.50306,108.99385,58.137188,54.989166,1.0,0.0,64.465866,299.85,0.0,0.3,63.946373,299.85,0.0,0.3,60.468323,299.85,0.0,0.2625,577.5157,577.5157,0.0,70.94905,364.5711,0.0,0.0,0
3728,19364160.0,58.129883,62.498703,54.989662,54.989662,54.989662,69.50307,69.50307,108.99386,58.129387,54.989662,1.0,0.0,64.50629,299.85,0.0,0.3,63.993176,299.85,0.0,0.3,60.602463,299.85,0.0,0.2625,576.3962,576.3962,0.0,70.94906,364.57114,0.0,0.0,0
3730,19364280.0,58.114777,62.284363,54.99076,54.99076,54.99076,69.503075,69.503075,108.993866,58.11439,54.99076,1.0,0.0,64.378296,299.85,0.0,0.3,63.85755,299.85,0.0,0.3,60.273205,299.85,0.0,0.2625,574.2303,574.2303,0.0,70.949066,364.5712,0.0,0.0,0
3732,19364400.0,58.10044,62.466736,54.992077,54.992077,54.992077,69.50308,69.50308,108.99389,58.1,54.992077,1.0,0.0,64.4819,299.85,0.0,0.3,63.96615,299.85,0.0,0.3,60.569397,299.85,0.0,0.2625,572.16876,572.16876,0.0,70.94908,364.57123,0.0,0.0,0
3735,19364520.0,58.087143,62.25245,54.993614,54.993614,54.993614,69.50309,69.50309,108.99389,58.086815,54.993614,1.0,0.0,64.353745,299.85,0.0,0.3,63.830578,299.85,0.0,0.3,60.240795,299.85,0.0,0.2625,570.2554,570.2554,0.0,70.94909,364.57126,0.0,0.0,0
3737,19364640.0,58.07539,62.434822,54.995647,54.995647,54.995647,69.5031,69.5031,108.99391,58.075058,54.995647,1.0,0.0,64.45746,299.85,0.0,0.3,63.939507,299.85,0.0,0.3,60.537094,299.85,0.0,0.2625,568.56433,568.56433,0.0,70.949104,364.57135,0.0,0.0,0
3738,19364700.0,58.07006,62.323254,54.996857,54.996857,54.996857,69.503105,69.503105,108.99392,58.069733,54.996857,1.0,0.0,64.38231,299.85,0.0,0.3,63.86425,299.85,0.0,0.3,60.359062,299.85,0.0,0.2625,567.80286,567.80286,0.0,70.94911,364.57135,0.0,0.0,0
3740,19364760.0,58.06501,62.22042,54.99812,54.99812,54.99812,69.503105,69.503105,108.99392,58.064735,54.99812,1.0,0.0,64.32925,299.85,0.0,0.3,63.803993,299.85,0.0,0.3,60.209267,299.85,0.0,0.2625,567.09644,567.09644,0.0,70.94911,364.57135,0.0,0.0,0
3742,19364880.0,58.055946,62.40296,55.000977,55.000977,55.000977,69.50312,69.50312,108.99394,58.05567,55.000977,1.0,0.0,64.43307,299.85,0.0,0.3,63.91336,299.85,0.0,0.3,60.50573,299.85,0.0,0.2625,565.8453,565.8453,0.0,70.94913,364.5714,0.0,0.0,0
3744,19365000.0,58.04798,62.18856,55.004105,55.004105,55.004105,69.50312,69.50312,108.99395,58.047813,55.004105,1.0,0.0,64.304855,299.85,0.0,0.3,63.777954,299.85,0.0,0.3,60.178722,299.85,0.0,0.2625,564.8023,564.8023,0.0,70.949135,364.5714,0.0,0.0,0
3747,19365120.0,58.04117,62.371376,55.0074,55.0074,55.0074,69.503136,69.503136,108.99397,58.040947,55.0074,1.0,0.0,64.40895,299.85,0.0,0.3,63.887707,299.85,0.0,0.3,60.475464,299.85,0.0,0.2625,563.958,563.958,0.0,70.94915,364.5715,0.0,0.0,0
3748,19365240.0,58.03529,62.156975,55.010864,55.010864,55.010864,69.503136,69.503136,108.99398,58.035126,55.010864,1.0,0.0,64.28063,299.85,0.0,0.3,63.752357,299.85,0.0,0.3,60.149277,299.85,0.0,0.2625,563.3013,563.3013,0.0,70.94916,364.57153,0.0,0.0,0
3750,19365300.0,58.032654,62.25245,55.01262,55.01262,55.01262,69.50315,69.50315,108.993996,58.032486,55.01262,1.0,0.0,64.34314,299.85,0.0,0.3,63.81481,299.85,0.0,0.3,60.311546,299.85,0.0,0.2625,563.03955,563.03955,0.0,70.94917,364.57156,0.0,0.0,0
3752,19365360.0,58.030235,62.34017,55.01438,55.01438,55.01438,69.50315,69.50315,108.994,58.03013,55.01438,1.0,0.0,64.38516,299.85,0.0,0.3,63.86255,299.85,0.0,0.3,60.44624,299.85,0.0,0.2625,562.82007,562.82007,0.0,70.94917,364.57162,0.0,0.0,0
3755,19365480.0,58.02595,62.12583,55.017895,55.017895,55.017895,69.50316,69.50316,108.99401,58.02584,55.017895,1.0,0.0,64.25679,299.85,0.0,0.3,63.727196,299.85,0.0,0.3,60.120827,299.85,0.0,0.2625,562.50104,562.50104,0.0,70.94918,364.57162,0.0,0.0,0
3756,19365600.0,58.022324,62.30941,55.021355,55.021355,55.021355,69.50317,69.50317,108.99404,58.022217,55.021355,1.0,0.0,64.36166,299.85,0.0,0.3,63.83772,299.85,0.0,0.3,60.41795,299.85,0.0,0.2625,562.3301,562.3301,0.0,70.949196,364.5717,0.0,0.0,0
3758,19365720.0,58.01925,62.095177,55.02476,55.02476,55.02476,69.503174,69.503174,108.99405,58.019142,55.02476,1.0,0.0,64.23323,299.85,0.0,0.3,63.702423,299.85,0.0,0.3,60.093246,299.85,0.0007652328,0.2625,562.29205,562.29205,0.0,70.9492,364.57172,0.0,0.0,0
3760,19365840.0,58.016556,62.279198,55.028,55.028,55.028,69.50318,69.50318,108.99407,58.016502,55.028,1.0,0.0,64.33836,299.85,0.0,0.3,63.813274,299.85,0.0,0.3,60.39054,299.85,0.0,0.2625,562.3713,562.3713,0.0,70.94922,364.57178,0.0,0.0,0
3762,19365900.0,58.01535,62.16807,55.029594,55.029594,55.029594,69.50319,69.50319,108.99408,58.015297,55.029594,1.0,0.0,64.26415,299.85,0.0,0.3,63.738075,299.85,0.0,0.3,60.21454,299.85,0.0,0.2625,562.4496,562.4496,0.0,70.94923,364.5718,0.0,0.0,0
3764,19365960.0,58.0142,62.065132,55.031136,55.031136,55.03108,69.50319,69.50319,108.99408,58.01414,55.031136,1.0,0.0,64.210205,299.85,0.0,0.3,63.677868,299.85,0.0,0.3,60.066498,299.85,0.0021091169,0.2625,562.55096,562.55096,0.0,70.94923,364.5718,0.0,0.0,0
3766,19366080.0,58.012108,62.249645,55.034042,55.034042,55.03399,69.5032,69.5032,108.994095,58.012054,55.03399,1.0,0.0,64.31563,299.85,0.0,0.3,63.789047,299.85,0.0,0.3,60.363785,299.85,0.0,0.2625,562.814,562.814,0.0,70.94924,364.57184,0.0,0.0,0
